inn,id
2311194948,9317880
2801146887,3643569
9308002328,12022284
5046071772,5396812
7107501901,1316882
2539079741,338552
7725609963,5608418
1611290471,9562934
3906171924,2682516
3906158401,5942673
3821015186,4228049
1326195212,1212546
4632054150,4371229
5032071564,5842269
2014256831,6323878
5032250556,1502528
7610077977,4731653
5446116114,8442984
1516612143,3934200
5024177260,10298808
3128009080,1168683
2721204340,8100771
725013783,8440090
6679108446,10260191
8902009126,6590761
6703004289,3383688
2609020254,7073789
6616006018,6604728
560021660,4602742
3234039880,734169
4205300027,8991400
2463053148,7074860
4414006950,6857381
4825028156,1884193
277921001,10245456
542016321,4667016
542019241,11147849
6163099660,4495892
5835103862,8106043
3234040815,5626668
2464002442,5523764
2539088898,7204521
4826033663,1879081
5024103220,3476643
561051201,3567103
561052597,4423330
6229032892,6131171
3444267259,10476351
2465053680,5460335
5516002385,6933141
7327081674,10079130
2223032899,5167748
3443058340,3725218
3128042120,728319
4823003533,1869420
4825030268,1903574
8604029649,3808386
4823010548,1921021
7449017789,3574204
5003110787,8849106
560033305,2892504
6317035187,6062727
5904243246,2507073
8604030034,3807891
5406257856,1303738
5407263443,4235287
3906980594,9610614
7723425784,9577318
3525317780,8316184
562053610,219597
2221036792,5164991
6317066107,777296
5022038769,1565319
6449033429,6271639
5957015966,1852176
1648005931,6727950
6222115540,5611709
7725294304,9484898
6232004920,6102348
5918014969,6167304
5032120719,3452727
4823017575,1912475
5321081297,1501787
2301033444,6770785
561049192,5214954
2804015508,7598042
560029394,832319
6639013357,2946114
4822001036,1885270
541016128,4161591
3821012957,448080
2465084712,2933703
1320000523,4003025
5410112902,6020541
2309135053,7762766
561053738,4107687
561011657,4160609
1647016553,8853849
3445095549,837057
1659188878,10560429
5038096300,7755581
9723182694,12058862
5505059044,10665347
7719093310,9030726
5506197142,11759626
3662216053,9443761
9721074446,10919344
7722772312,507691
7733415577,12214662
5050154260,11789259
7743196571,10125920
7743862535,7362765
6446009717,6267584
3524017039,11296726
4401191600,11032829
6684029535,10394070
2901249300,8595434
5027211390,8528283
5406998100,10931358
7802712735,2194694
4706026696,2895288
3444259931,9844811
7708262060,9323901
6027187639,10562255
1400005728,11790143
4727002576,9268464
7802877367,8954925
1901076871,1534204
1901102715,4856006
7811600890,9641017
7723558350,4541403
2315180583,7893560
5017058706,4073711
7729161986,6641930
7743142960,9651063
8601057493,9741001
7602102154,8185041
9725088136,11883415
2411029786,11045354
2465322847,8977934
7804598295,10223061
7105521860,8561964
544018490,188636
5034064570,12129110
6950045650,9586320
9717113100,11819693
7724493650,11188596
7811150634,1047025
7801631836,8561873
2724158596,82228
9705133912,11072571
4217198868,11328362
7810423293,9589655
1701042970,4543540
7804403002,5350656
2206002750,3063467
3849020250,2135724
5029081675,3863526
6909007540,6408922
7726455593,11087549
9725122242,12161514
3255056301,6091395
4205306734,9182387
1327020487,8229890
1502046508,5475754
6027099196,2118274
7536074367,2014759
3616023554,10957242
7721248057,4348060
277114424,3147090
9102027030,8859383
7722264703,7093218
7705240082,9011370
7814587084,8102291
4025024360,5809414
2705093960,305765
5753054300,3440754
9723043933,10586229
6950206353,10209484
7610083378,1720944
7811523780,439095
5406588872,9321792
7727781208,296703
7724403783,10136278
5074018918,6901081
7813418990,2972796
9704063606,11583984
2310155174,4436884
5248021735,5467293
5408240992,2138034
6316121027,3432706
7734362776,9405417
7814689865,10210087
2342013743,926608
2536244179,3575926
5005029010,5957158
2460092830,9502701
7722357605,9661507
5505222540,8872463
3810068161,10104264
5250061809,9026113
5029251415,11156069
7718963804,8291018
5044086491,7796341
5103064414,6612479
2464222670,2578714
7714487632,11880438
6670357871,9518359
7705799995,5816293
242009690,7403234
268056840,4415390
4823057031,7867015
7704397203,10139226
3906248694,610189
9109022351,10809490
9725096458,11948113
7203426460,10329795
7702765476,4672772
6164305757,230662
7704700820,1696527
2635810450,2229449
9102192386,9359727
4205032650,5807163
7604340725,10583589
7704583312,4561458
3661083636,10436016
1650338543,9960496
5422110875,4346974
5453175431,4101246
1635012498,10786566
7810693130,10266423
3664224204,9986823
2615801182,7859760
5262135477,4005407
7801688208,11409306
2310088087,3636189
6311135844,643066
2354007198,987081
2308114879,6154529
3459006718,8199838
6330068079,9355585
1841059220,9560760
5044092030,8889689
5030048672,4034014
7017372063,9117450
2014263910,7248501
2362000767,9425499
3123290680,1162820
1307077728,172508
1841020060,746974
2311257676,10662862
3851017416,9733501
2368005560,8540935
5610151553,7709824
7722405778,10290891
3123069777,1112152
1435131360,5028358
5310021306,10029701
7726361176,9511264
7728494566,11211101
2543043360,8403810
2801133373,2793692
7204168124,5128845
7720714650,5415438
7802847161,8288810
9725082737,11840826
9721197543,12095163
3120101542,9597439
3906413299,11855261
9723190818,12107900
2722074301,9950397
7404040410,3682280
2804020586,11837928
1643011410,2956613
5509006942,2607587
6140004091,9721768
1658151554,8193367
5259131754,10311862
6685145326,10539139
5003127639,10647419
7813512713,4027884
3257063086,10760730
5504126770,9390726
7806389868,735547
7727453302,11413300
9726013006,11847234
7743950284,9003720
9709063208,11355200
7733399780,12056108
5027283637,11241475
7703400936,9486502
1685012750,12232622
6325065058,9036781
7720168296,4543325
917035205,10765384
7710498908,9301199
4705074601,10390279
1657125304,7651374
9705052029,9485171
2209037856,1549502
7704337437,9523223
7743117107,9389223
1649036315,9865540
7814620824,8805232
5834121146,10677754
9102236971,10439395
7612044649,1103050
7734671421,10464
5018155389,7743802
2703009610,6798768
6164320770,8879271
9102032939,8899518
1648046712,10408064
1102051214,3590447
7816198118,4945565
7203402131,9988910
5614056815,4658388
2224140706,1763894
7721702915,364761
9721083426,11071229
1655248928,7486934
4824098591,11157680
9705105680,10340003
5032302155,10881294
6678097400,10850979
3528211358,8362890
5903125539,9789871
5904200891,5159061
3528107156,5866643
7743418827,12188818
5190120888,5926849
7724304278,9065795
9102221767,10021871
7203233532,4417337
6455056223,7494974
6950179068,8412789
4345409923,9109382
6679131269,11247675
7020012367,6389135
1656115631,11404822
277958611,11830226
5030080531,7975224
7719560822,4943233
7710878561,3306642
4345273447,4745010
7701998894,7915087
9721193468,12062917
9721193475,12062918
7713292817,7109082
3701005404,1630177
5610111416,2710542
6025037282,3576785
7814610826,8514282
2311331489,11804603
9103001193,8720637
5032073113,4090765
7814713356,10461731
6230125140,12151347
7801693952,11507787
5047127450,345111
7811772681,11797852
2320101700,6762910
7743666185,2149351
7706442691,9941778
5029165727,7460117
7704827375,7738906
2130091965,1774841
3849060453,9902726
5029135017,4612292
7702762980,4843069
7707384072,10211999
7810888740,7493177
7714974555,10110306
7702720556,4018889
2222847521,9747532
2224114537,6199419
9723140817,11786808
9731020457,10883879
5037004586,6304804
1661039048,8364975
7704479287,10945873
7448149574,7506514
7811385731,825238
6672244150,6232352
2722052259,9547273
7716544808,5085802
6685158220,10904878
7717611743,3593335
1644005673,6740900
1657059203,4092136
7727457314,11473510
5032228984,9620938
7736605093,3120227
7733782496,1186312
7456032435,9824668
2902065056,4977362
7706679588,1417254
2312293109,11346247
7716829786,9842943
6623037747,6111597
2721181043,3189188
6316130173,3788625
2466094199,5475386
4217149557,7527271
1121016374,6332703
7804360574,3013474
3702065685,110549
5256203256,11863772
5403360823,8617989
6362014414,5845488
6163123708,1916821
278900702,9037427
6163157584,8854151
2460103954,10263183
278164202,2371337
5321167723,8427674
9201519498,10097351
9201005238,8805288
7716850996,10140662
5614080159,10343865
2311258670,10678345
2543147916,11287376
5027281196,11156693
4205323401,9636868
7604354206,10949414
3123384730,9689635
7704348982,9666337
3702502215,6132570
6671079909,10423237
4345049741,6851435
7713748105,1478523
7719489979,10983807
3528317428,11338806
7736314425,10453049
5262339456,9831304
5404492237,8044021
1901143888,11287658
7718615620,2751728
7453322143,10721217
278122202,4062350
1101125110,4034525
5007105393,10762653
7202145322,1947059
1840102828,11539304
7728494076,11206267
300015760,12220184
5009133727,12043068
9103071553,9149065
5020022121,5937749
6166100762,9850972
6234155280,9679902
6229084717,10091069
3663096856,7814760
3662249958,10261222
2543020067,7696909
2543059498,8973386
6234155297,9679666
6234119316,7982678
277109784,4552872
7806464949,1530668
6450079731,8048615
1435166758,3818626
5018149498,1200708
1207014788,7417862
2521013700,7974422
2905011299,3786624
7720331626,9624488
7802680579,10846392
2723093561,6272932
9102177701,9141463
7728538326,5044731
4345301101,5205777
9714000877,12064015
6732209160,11554500
7730258414,11369450
6234122911,8147040
7714912615,8044286
7814428990,863524
5751200108,8040851
7743216933,10289587
2116001046,1662525
2311293226,11109348
7326046099,8465264
7813565384,8020164
7701357548,9298635
7733782577,1509728
5603037634,542358
3123210910,2096252
1644069388,8145047
3811112374,6321098
2224201469,11221684
7727370737,10714074
3443922835,7970665
2222833053,9098789
7728463590,10960336
6829134712,10296824
1657195090,9199506
5260282606,1815913
7751249876,12130570
9102002645,8721229
7813574910,8185673
5047145219,8030483
6321396637,9488449
7813584669,8452977
1644086979,9669932
706004342,5267240
3528145779,5219197
2311330380,11778174
7734353669,9215039
1632010615,3966226
1224002454,9906032
7104519474,7434930
7203460341,10814109
7701628011,7162943
5904128973,4318447
5503254522,8994215
7729710587,1880877
5609091596,8068721
2723218806,11865154
2465120470,9083580
1661051207,10001339
5406808969,11422303
2004004610,6535629
7724926350,8587989
7302041616,3955485
7810529853,5167645
1651071780,8483791
9723186593,12084836
7730294571,12054764
2700005600,12103247
6732202670,11434548
5190191350,4794632
7743325570,11208289
3801993892,8988308
7811726773,10996297
2503028863,1820457
8701002593,3825825
7720729110,1878039
7842491994,7770004
4706045794,11771708
1328168310,4954621
2221252602,11524573
6501242026,925181
7806570930,11285600
1658217220,10996935
3651008252,660237
1658114182,4758681
7840068173,10292190
7736258690,9563228
6685029320,7901255
3102047490,11296522
4703153495,10493951
6658542476,11546772
7450008500,3612579
7716230720,6545267
7810935439,11738229
5022069051,5538611
1655416530,10989192
4217128934,4072365
7455029609,10213209
2508080271,1566105
4704049916,2134318
1639057355,9871526
7203451019,10701301
5528035410,10461361
1001166434,970775
7702375821,9071657
2014015392,10184576
7725810439,8197708
5190113760,5941359
5032318268,11327944
5036136364,8243991
2801130630,4102235
5032297579,10739634
7813491358,2913267
3257066217,10896709
6161073650,9244269
4253017997,8158349
7743155670,9758429
3906286900,7718668
5040165840,11235959
1837011426,7927764
7703808563,8453847
7723906897,8495167
2309109293,3396479
6230085539,8746042
7716888277,10515255
7207011121,5579617
2464082102,6357450
1831208779,12108566
573012006,10897602
1001248052,3800582
9704034860,11431116
7733895838,8864626
7704455984,10697091
7726344332,9286750
1402016771,7884338
1661037467,8074794
7723908968,8574011
9201007490,8886384
9703082483,11817880
1651064976,1687689
2221130160,1195313
7724939253,8889125
3664057465,3776220
6623109350,9180665
9703085075,11831683
2312153969,1640460
2453010843,1527020
5528049660,11526369
5024219496,11779613
2723196373,10345363
6679054600,8643426
1103046626,11746008
2536269896,8346831
7720873058,11926026
7751162992,11034132
9727020895,12065991
6678029030,7888232
6670378141,1544297
1609037866,10910818
107033104,10492253
7736348030,12100367
6318022984,10098275
6658407928,1562306
277130842,8014725
7017403280,9783382
6501100695,6990759
6501152037,1538469
6141021283,4400583
5252015710,3229484
5260302757,4228830
7724362336,9731254
9718149645,11199575
1832044770,1458790
4703142302,8938702
7804447320,4171928
2724199698,9116884
4703142292,8938599
7841466917,7407696
9102244370,10688957
6316183778,7787573
3814018316,7572093
7743298799,10998734
6831020536,3241379
6316143260,3033846
3804055037,9727649
7743340190,11328121
1609010536,4134026
1609008199,298756
1607000388,6741054
276935530,10781775
9719022673,11763069
7203345331,9246925
1660270502,9728962
5029130795,4592856
2312290179,11244693
4703148047,10050335
1840050930,9570380
1633607740,1787519
4205232793,1224831
3334014382,292887
5003134107,11041515
3460059841,9400908
7729411883,4536664
5029196644,9162266
4823056302,7819900
4407009325,979748
6449042832,3321032
3613006053,3555917
7733813271,7362031
6450070182,1793226
6452148677,11754371
7751174148,11209975
6685208216,12099415
7816706410,11317652
7736249180,9319501
7716721856,7353318
7714324660,9015402
6165163350,249067
7721450922,9625037
7743361585,11595052
7743830854,4062082
9702040040,11749873
3827054390,10337120
7730542552,5120290
2123020089,10790736
9705078860,9966401
3329058514,4413968
5835134620,11155476
2320098398,6762076
1661040188,8462487
3453005531,10734523
7722318236,9111867
6165215545,10792065
7734464150,11990327
6671044840,9781914
5902864713,1866342
7724878794,8107542
2626039872,5694783
6316145645,2917500
7725283006,9346891
6168009300,812093
7203244326,2467605
1651086419,11247825
5260149876,3741570
7842495999,7885996
7724740330,4551327
5190096434,12247566
3123359042,9066481
7724807747,2140717
7723596211,6437378
2311130084,3503011
7417016038,2704835
912003961,9113680
4902010484,1899702
7709488704,9691553
6658559840,12070596
5402569533,8169859
9717071080,10787326
275922105,11297371
7716575404,2370805
5045045025,482026
7735177720,10746126
9715403974,11637336
7810948195,11862862
6671090130,10820397
9303020644,12033059
7728363429,10117586
7827009002,4006131
6102068055,10272621
2543157128,11581476
4220032291,5881208
7743743190,4225259
7810455182,8352657
7704878411,8911616
5404499095,8220374
5190063492,9901192
2536332604,11813910
5717006870,10541674
5405025637,10738774
7805604270,7503613
7450061461,5427492
2465311281,8491038
711021079,245957
7716161259,7122373
9701193967,11755443
5017114020,10277892
5048031694,8153305
5024196217,11042792
7806419840,1395336
5001083009,4564406
7710431533,4580661
2901245218,8365664
7716635413,750914
9715265298,9825003
7718300162,8870585
6670297284,1861129
6625061992,2647843
4501202936,9327726
7722448740,10644048
6658385287,4688055
4345223862,4548452
7705169295,8617103
2310210788,10844560
3443129023,9686349
7723793763,5436004
2801091081,5664436
7710364566,4463327
7736548550,6476190
7743065762,9101213
7722364257,9760025
7721531233,1973067
7721784234,7733278
7804560421,9654767
5020089609,11821082
1435245858,961874
800003466,11859991
8615010921,3870422
7805426789,2611578
1840095200,11264623
9723061724,10759103
7722797589,7689248
7743537172,2836632
2536256985,7610541
1683012152,12108006
3906118751,627176
3625016183,10787876
9723196760,12158070
1661051542,10044963
2543106356,10019140
3811447170,10280849
6916017941,8586245
5256135550,9072663
7536158377,9694131
7422020463,3746844
7726471919,11475525
2625022386,5412202
5032304642,10947953
2543051851,8622166
3811126930,4605011
6450608230,2639167
7801682929,11318335
2466137942,6326125
4345215068,4528191
6230075820,1382058
5032302282,10887052
9715364242,11145744
2312260216,10205661
2311237341,10241311
6166108112,10511399
7743744940,3204728
7706424276,9339230
273092508,8001963
3662991888,9084035
1435277063,8337508
7727573906,5077831
6167138198,10170121
5004023978,865338
7813281657,10271602
6625029100,1602126
6950005657,1322408
7727506480,2457098
7801719664,12060413
6732167778,10785547
6671248547,6591824
4632079860,6424404
3812066522,1440376
3808052326,3731056
3812085324,55682
326566384,10956013
3811147465,4183678
3801120520,7542007
323358971,1397785
3811137869,4777878
3812527396,10993467
3812146834,7833540
9728036802,11590214
9705202475,12209618
3327114442,7726146
7805728187,10698497
7804438848,569010
3906195717,3026197
3906190204,3970904
7801446978,6020742
3905042154,1509608
7801648653,10771454
7805437646,6286169
3912000363,5831897
3906253775,1719572
3906362407,10495798
3905073201,5958475
7805512935,4715211
9710112178,12139243
7730273290,11756653
4909088810,5534815
2222868881,10715783
2263030640,11376209
107036810,11488389
9721210040,12214834
9710110283,12102960
1656032907,1643859
2466122054,2894830
323387891,9151837
5223000370,6890354
5072007903,11795448
6732072149,8482657
6311084205,1035301
326546067,9745451
7842117926,9928514
5405061515,11510261
2312169415,4876597
7733840282,7886451
7703617713,3008628
7720693400,1738991
277116830,3612593
276122831,1452186
274161948,2396107
278062271,3235275
237995180,11317634
275080794,7928230
274106224,849474
277094591,2900771
277088421,5449525
256024473,8526160
268049176,4866936
273944047,11742655
276084329,216362
273075679,4518004
234008358,8491748
272919922,11756875
277912617,9753226
7804604728,10331533
7751244081,12074278
7725291536,9446514
7706432196,9569885
3123118640,140154
3123220435,4143300
3123199487,4364224
3123151580,4060432
3123420956,10351232
7719481384,10779507
4028040498,1410167
3123206293,4726505
2368001020,463784
6678100317,10967146
3115013026,7706244
6732063899,8173901
5752037782,4150268
3123377549,9544133
3123455268,11047994
7721283510,9081693
4707032477,7201885
9110025131,11168457
7707409601,10561266
2010005548,3078981
6672258227,1010942
6674375688,5106571
7751246265,12096584
257006614,870624
7725502466,2647031
9722031036,11965003
1102015209,5073580
2543067925,9168036
550003492,339301
7805805530,12167354
1646031220,863660
3525322740,8473523
7224043613,593709
1686023522,12083992
9724065224,11732983
3233013174,516087
7722442265,10570360
7802738910,3266975
571010155,10222422
1657138511,8368655
7703607313,5194145
7701683439,5156338
3448051229,2861566
107022286,669959
1659079886,4512330
2537106301,8518118
5751039441,1220160
7719573518,4800736
5905270161,2488879
3528314635,11296312
9102255847,11041712
7424011129,10959098
1651000203,6742574
9715204520,9302800
7718981480,8530857
274171840,7632564
5049024403,10852387
7703413861,9849445
7203557671,12197397
7105505072,4976119
7714901412,7838589
9721090617,11192459
9725021452,11139374
7718885176,1441555
7706283730,6623113
5904121505,4233471
1207007519,46466
3111505355,2710917
3662222917,9603009
4703168371,11107260
3703018960,9341661
3811108057,4067037
7733732294,2256977
6142021455,1067324
7708058138,4494938
274951600,11187267
1655478375,11864467
9704140586,11857942
5003123592,10236542
273933060,11240082
5904088022,4435477
5018149297,1200670
7723427686,9596079
4205313611,9370387
7839462986,1407898
7709491217,9736537
1215163293,2304948
7725315201,9732599
3906366698,10612794
253014741,3307311
1655417140,11004119
6381012469,4514500
7725373161,10219612
9718210177,12001832
5246043300,7909040
7703788853,7904105
1841078342,10641390
506001496,336561
1656115663,11404830
7727301170,9938015
7701769950,1175758
5038113267,9215377
7726445683,10896159
3811037254,1573543
3817048485,10332538
6318048950,11096355
5001116007,10374646
3661173505,11093264
3662228884,9732823
3827066099,11618399
9721170069,11891832
3102045616,11117211
9729275602,10806463
9718220432,12117513
5017117101,10716781
9723085570,11033425
7743178847,9967100
6671139146,11510364
3250506596,2872626
3234051052,776486
7814459830,4945701
7730181560,9384938
9701069818,10167922
1645032550,10453311
3906996650,9914286
3123213244,2073053
3917508256,391052
3808098592,3759467
7733368239,11575580
7724485923,11100494
7715006797,4674303
1644015463,6740816
1644063770,471486
2905006524,1393641
9714004663,12107482
8904044849,4414305
2801096964,3918675
7733221243,9089395
1644033494,1213375
1631004249,2639501
7751068510,10354330
6623138230,11639866
326525490,8874538
7714872296,1256960
5018182664,9566291
7103048470,9865961
1435030806,5001767
7716968525,11894652
7751153660,10889527
6659158985,6223186
9715366225,11162174
7817066450,10085790
3666192910,8614339
7751017748,9646568
4027102984,3312402
7811752100,11431333
5206023931,4208274
5104909505,4154782
2312210310,8279451
3327309152,649405
5024212684,11568246
9706035611,12254868
1435175939,3931761
5535005007,6936624
9111012858,9045913
5050061230,93018
2723164678,8076297
9731111538,12120085
7735188256,11363619
7751030033,9960615
3257043001,9784641
5260462060,10968008
7203380262,9713641
6311110198,4739733
5047245407,11440268
3849055220,9432261
1661027878,3117706
7723706150,3830916
2308121562,6460137
2453011195,6259243
9717139179,12220715
6229089842,10645346
3100011788,12074144
7604208068,3677138
2320071075,9021174
7713469052,11074737
3907039365,653917
2225156716,9094682
9707005916,12248471
3123419622,10330416
7716604912,709697
608060148,11299491
6376062249,644979
6732143625,10184475
7455028700,10089418
7708411811,12001869
5904996610,8501863
7726723637,7964910
7811499400,150433
7814477370,312106
9721079525,10995412
100005299,12216910
6671050794,9862994
9703093527,11875622
6141046175,8597721
7727417784,11009665
7811548190,7854432
7842159676,10769865
7536098449,3614265
6452149159,11810779
1645002989,6741832
7104076631,10411960
9728088078,12101426
7724474061,11014174
7717731430,7358457
7719494986,11093561
7801720211,12079028
5506135629,9690795
9715330437,10851213
7743225092,10367730
6142018156,4345879
2224206636,11446455
7751136294,10493536
9710091295,11650591
5027252741,10232115
4401176111,9967194
7723907033,8497977
2905007704,3930384
5029166079,7459988
9727035203,12182158
9723143550,11799826
9724112763,12049602
7802339288,3056294
7714935789,8541028
7702270280,4332455
8601015373,3773045
6658077268,6978844
7728896297,8941568
6686077541,9663633
5030090297,10076977
5038071602,2780661
3528072584,6839864
7810855374,2391276
7536056512,1145448
2310207880,10703215
273074097,2726557
3528231900,9288351
1651064888,1687607
6166076816,3446584
5422114012,10078835
2460115773,11245227
7604342112,10644006
2465149776,9863551
5402010544,9410124
9721029281,10022822
7842164130,10811776
7610107766,9023468
7602107875,8584231
3505005260,8127589
104016125,11162686
5837066398,9821337
7203294729,7952038
9718058620,10184871
7820330834,7582011
2127323623,237547
3906075804,1521029
